catalog_id,provider,program,mtss_tier,grade_band,grade_level,sequence_type,pathway_or_unit,unit_or_focus_area,lesson_or_item_number,item_title,item_type,recommended_role,default_duration_minutes,casel_competencies,pulse_skill_tags,behavior_support_function,licensed_content_key,implementation_status,source_url,notes
SS-CAT-0344,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,"Emotions, Thoughts & Feelings",3,"Emotions, Thoughts & Feelings Lesson 3",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0345,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,"Emotions, Thoughts & Feelings",4,"Emotions, Thoughts & Feelings Lesson 4",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0346,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,"Emotions, Thoughts & Feelings",5,"Emotions, Thoughts & Feelings Lesson 5",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0347,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,"Emotions, Thoughts & Feelings",6,"Emotions, Thoughts & Feelings Lesson 6",Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,"Tier 2; small group; Emotions, Thoughts & Feelings; progress monitoring",Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0348,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Relationships & Prosocial Skills,1,Relationships & Prosocial Skills Lesson 1,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0349,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Relationships & Prosocial Skills,2,Relationships & Prosocial Skills Lesson 2,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0350,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Relationships & Prosocial Skills,3,Relationships & Prosocial Skills Lesson 3,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0351,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Relationships & Prosocial Skills,4,Relationships & Prosocial Skills Lesson 4,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0352,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Relationships & Prosocial Skills,5,Relationships & Prosocial Skills Lesson 5,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0353,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Relationships & Prosocial Skills,6,Relationships & Prosocial Skills Lesson 6,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Relationships & Prosocial Skills; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0354,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Executive Functioning,1,Executive Functioning Lesson 1,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0355,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Executive Functioning,2,Executive Functioning Lesson 2,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0356,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Executive Functioning,3,Executive Functioning Lesson 3,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0357,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Executive Functioning,4,Executive Functioning Lesson 4,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0358,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Executive Functioning,5,Executive Functioning Lesson 5,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
SS-CAT-0359,Committee for Children / Second Step,Second Step Tiered Interventions,Tier 2 Targeted Small Group,3-5,3-5,Small Group Lesson,,Executive Functioning,6,Executive Functioning Lesson 6,Small Group Intervention Lesson,Behavior Specialist / Counselor / Student Support Team,25,Aligned to CASEL by focus area,Tier 2; small group; Executive Functioning; progress monitoring,Targeted skill-building for students needing support beyond universal instruction,TO_BE_MAPPED_BY_LICENSED_ADMIN,Catalog only - map to licensed Second Step digital materials,https://support.secondstep.org/hc/en-us/articles/35267403112603-Tiered-Interventions-in-Second-Step-Elementary-and-Second-Step-Middle-School-digital-programs,Title is a catalog placeholder; map exact licensed lesson title/objective inside Second Step.
